#{"t_start": 1776592310.176137, "env_id": "None"}
r,l,t
-601.8906,137,1512.902558
-379.975168,90,1513.578561
-1866.175807,500,1517.117558
-723.712631,179,1518.358559
616.83677,223,1519.948572
-258.074185,138,1521.007558
-617.644909,239,1522.820558
-560.682718,173,1524.20256
-582.966329,115,1525.092561
-289.057724,219,1526.761559
-300.399291,105,1527.520558
-485.891163,193,1528.941558
-1307.203562,500,1532.640559
342.688866,325,1535.124557
-2112.01956,500,1538.89256
-454.478876,98,1539.589557
288.374306,437,1542.745558
-266.282916,139,1543.791561
-449.000502,101,1544.592557
-367.823056,122,1545.518558
-2641.479965,500,1549.373559
-1429.766502,500,1552.964559
-2270.303084,500,1556.631512
-734.864425,163,1557.855512
-214.146861,397,1560.75451
0.927519,347,1563.318509
-2868.643956,500,1567.068509
-750.155364,278,1569.219512
-475.834487,283,1571.43251
-518.058047,84,1572.084509
-211.844156,122,1572.985509
-347.867858,137,1573.98351
-275.014073,215,1575.565509
-1975.362265,348,1580.00751
-2814.517588,500,1583.640509
-630.587006,215,1585.127512
188.590572,238,1586.810511
-295.103023,108,1587.57251
-2817.096696,500,1591.351508
-2715.879932,500,1595.13351
-1035.32179,254,1596.92151
-507.458912,86,1597.546509
668.533298,161,1598.682511
-1343.100836,324,1601.104509
-1422.972519,183,1602.518508
-3051.072981,500,1606.333512
78.303893,160,1607.50851
-277.518394,185,1608.858512
-490.311976,104,1609.62351
-413.432218,140,1610.65351
-340.63268,135,1611.683512
132.26118,152,1612.875509
-568.755863,148,1614.034509
-81.051253,178,1615.42651
-520.143342,139,1616.527512
166.941845,121,1617.47951
-400.725392,110,1618.29251
-380.441211,121,1619.162509
-398.72407,135,1620.13151
28.452994,163,1621.30151
-2662.979129,500,1624.973509
-1264.311617,227,1626.621521
-1409.847985,332,1629.032511
-107.814216,273,1630.987509
-520.164047,76,1631.521509
-516.711832,96,1632.202509
-359.832517,192,1633.55551
-662.730939,156,1634.711513
-541.374332,143,1635.802509
-717.500053,195,1637.33551
-686.510112,260,1639.362513
-526.724302,125,1640.326509
-373.261357,70,1640.84951
-324.935376,99,1641.57951
-684.583774,146,1642.62851
371.198584,242,1644.413509
-621.120771,90,1645.053509
54.050658,278,1647.145512
-421.267602,290,1649.32251
-774.813161,238,1651.118512
-556.422286,322,1654.054511
-1250.778751,229,1655.729509
-390.282226,141,1656.776509
-1374.916383,213,1658.376509
-331.996155,133,1659.404513
-541.637511,91,1660.127513
-1558.553251,500,1663.887509
-445.468045,128,1664.79651
-1787.447001,500,1668.363511
-715.209318,172,1669.61251
-83.080852,107,1670.409509
-1936.723843,500,1673.983509
-777.564692,241,1675.708542
-2470.263283,500,1679.367569
-627.790915,112,1680.217569
27.126427,160,1681.460571
-492.488161,115,1682.374569
-636.251461,174,1683.728569
-2820.915881,444,1687.108569
-80.177504,148,1688.180569
-58.046833,230,1689.854569
-1062.664519,264,1691.792571
448.4852,247,1693.661569
-2039.273225,500,1697.384569
-44.692201,162,1698.534569
-1481.696756,354,1701.010041
-641.810553,500,1704.755041
-174.630152,241,1706.662041
98.200361,125,1707.628042
-157.316488,272,1709.677042
-1590.590653,347,1712.159041
-340.902692,91,1712.786041
-410.675848,188,1714.147041
-331.062501,397,1717.157041
117.178057,153,1718.295041
-454.299041,133,1719.285041
-2407.745813,500,1723.000041
352.353579,154,1724.141041
-1857.580536,500,1728.706041
-1453.761884,203,1730.272044
-790.834271,113,1731.179041
-1360.443839,224,1732.847041
60.144427,335,1735.210042
-364.569612,97,1735.918041
-394.020608,101,1736.628041
-1173.900112,289,1738.685041
-2824.052036,500,1742.338041
-555.286743,274,1744.291041
-1169.295059,314,1746.481098
-331.493339,128,1747.378154
-1644.293591,500,1751.136988
554.317136,163,1752.432986
-1742.209232,221,1754.160986
-427.726306,151,1755.283986
-180.206964,121,1756.158988
-494.392832,294,1758.306986
-3880.298223,476,1761.876986
-1045.543785,273,1763.955986
-1242.723015,401,1766.949986
-1176.239344,306,1769.201986
-1266.60165,202,1770.654986
-1303.284689,294,1772.895987
-586.034306,155,1774.082986
-1289.424859,295,1776.370986
-352.358742,170,1777.697986
-412.828242,195,1779.068986
-1661.279304,319,1781.347987
-122.910679,337,1783.779986
-566.646945,154,1784.950987
-880.08652,302,1787.182986
-769.753061,125,1788.108986
352.705972,158,1789.234986
-1135.468857,169,1790.466986
-560.695586,162,1791.674986
-592.471932,500,1795.388735
-2442.289276,500,1799.292966
-31.140579,162,1800.534966
-2884.339847,478,1805.212967
-564.259559,225,1806.876966
-2274.414653,500,1810.588973
-1008.031004,205,1812.038966
-559.570292,311,1814.220966
-1846.312104,305,1816.353966
-289.727046,143,1817.385966
-807.703978,272,1819.483966
-2032.331824,500,1823.271967
-239.169492,133,1824.210966
-1440.359039,210,1825.705966
-254.194888,113,1826.498966
-402.021548,209,1827.981967
-2549.152668,500,1831.782966
-557.203118,215,1833.432966
-549.139376,166,1834.689966
-1031.512675,166,1835.894967
-601.739279,130,1836.857966
-2251.238466,281,1838.908966
206.737049,247,1840.776967
-319.101717,200,1842.341966
-254.1093,148,1843.509966
-525.481691,168,1844.826966
-792.494471,248,1846.742968
-376.284733,120,1847.606966
-446.318433,108,1848.373966
417.779392,137,1849.345966
-2016.250992,457,1852.640966
-2277.376605,373,1855.393549
-208.171693,134,1856.371549
-2438.91037,500,1859.930549
-735.120566,154,1860.996549
-482.910044,208,1862.462551
82.00916,171,1863.759549
-528.24248,109,1864.61355
-2668.799888,500,1868.511551
-148.282128,172,1869.801551
-307.881723,219,1871.39455
-187.04559,148,1872.476551
54.085749,294,1874.626549
-170.739841,137,1875.652549
-305.969169,140,1876.70255
-708.89174,170,1879.300549
-384.956545,157,1880.494551
-729.281535,311,1882.764549
-2117.642438,403,1885.736549
-458.870462,182,1887.15055
-979.140755,180,1888.502549
-565.90603,105,1889.29655
-405.519034,126,1890.221549
-721.361743,172,1891.547549
-1833.011528,341,1893.998549
-80.009556,369,1896.61658
-671.358095,146,1897.659581
-1093.650982,420,1900.694582
-229.559992,168,1901.93758
-762.105118,310,1904.17958
-389.205555,163,1905.37458
-597.168574,139,1906.37158
-147.112574,152,1907.473581
161.41662,158,1908.672581
-475.659182,323,1911.19258
-721.435876,310,1913.62658
-523.741479,179,1915.00058
-7.957567,178,1916.28258
-2077.512399,500,1919.91058
-3079.60071,478,1923.60359
-410.695787,272,1925.613581
-662.680732,112,1926.41358
-625.021427,168,1927.594581
-127.251735,116,1928.41658
-1183.716009,471,1931.79658
-465.505087,139,1932.84858
-470.99723,205,1934.45458
-1471.110814,273,1936.57858
-613.304664,91,1937.30158
-348.62359,295,1939.40458
-1316.804841,221,1941.00158
-288.92443,260,1942.86658
-1639.608405,374,1945.65858
-523.406721,255,1947.59058
-665.696302,263,1949.55158
-651.997592,453,1953.62858
-1107.972574,228,1955.39058
-2669.490878,500,1959.316581
-921.612638,186,1960.71558
-612.045657,203,1962.204581
-1316.924046,500,1965.77158
-120.924693,172,1967.011581
-1722.716482,367,1969.67958
-295.22425,144,1970.716581
-567.056634,246,1972.451581
-214.656266,124,1973.31658
-547.286512,106,1974.06658
-638.322937,102,1974.76558
-513.490971,111,1975.55058
-183.095662,136,1976.500581
-382.344986,103,1977.27058
-2329.469838,500,1981.14358
-20.826451,283,1983.34558
-401.834817,93,1984.01258
-366.486216,146,1985.051581
399.622543,190,1986.435611
-390.120608,225,1988.05261
-1028.356869,207,1989.63061
379.473675,256,1991.607611
-1343.552056,290,1993.813611
-904.505968,222,1995.461062
-293.383086,201,1996.929063
-112.850347,155,1998.078062
-450.135146,195,1999.516062
-736.645915,276,2001.626065
-424.40914,114,2002.499064
132.034141,164,2003.775065
-870.273473,135,2004.832064
-647.849392,180,2006.251062
-634.654261,114,2007.057063
-319.840689,333,2009.468062
-1109.959341,321,2011.761062
-2867.918079,476,2015.245065
-437.902566,182,2016.573068
-413.513389,102,2017.348063
-238.564155,98,2018.025063
-2566.947473,500,2021.701062
-1652.995123,397,2024.745065
-3228.961079,500,2029.994063
-450.727526,107,2030.753062
-157.764914,252,2032.596062
-628.008089,121,2033.502062
-2040.669657,423,2036.655062
-798.036367,268,2038.686063
-436.407195,412,2041.644062
-2663.10239,500,2045.166062
-115.432202,261,2047.17207
-457.240595,162,2048.409065
-377.42442,97,2049.136065
-727.307249,145,2050.252064
-706.639769,185,2051.657063
-475.925392,133,2052.596063
-711.452479,136,2053.565063
-1858.308523,345,2056.014063
-831.272659,141,2057.040061
-986.509333,154,2058.201065
-386.875488,126,2059.178063
-131.008528,172,2060.497064
-660.71515,158,2061.693063
-307.55665,116,2062.577062
-375.871599,167,2063.818064
-532.855809,159,2064.987062
228.447691,245,2066.775062
-3741.410681,500,2070.599062
-541.324413,91,2071.328065
-1481.661048,297,2073.686064
-348.363837,106,2074.508065
100.441037,207,2076.027062
-188.903458,375,2078.725062
-566.51807,289,2080.782065
-616.960494,118,2081.67707
-353.398317,120,2082.578062
-1227.03179,438,2085.814062
-491.673651,114,2086.633062
-436.994943,183,2087.914063
-1195.288185,272,2089.839063
-1280.289126,275,2091.834065
457.133287,182,2093.268064
-242.491125,251,2095.203065
-205.539316,155,2096.4236
-1052.90935,170,2097.749019
-528.569969,228,2099.41102
-543.759378,179,2100.694019
-1340.888073,304,2102.920019
-2053.68858,483,2107.387018
-372.507573,118,2108.299021
-2804.139871,500,2111.977019
23.867615,338,2114.475021
-404.52447,138,2115.544022
-416.524677,110,2116.366019
-292.8823,137,2117.42202
-794.020922,182,2118.803022
-628.422306,326,2121.212618
-2325.557052,500,2124.782618
-767.385193,280,2126.794618
-279.36998,102,2127.526617
-283.38058,167,2128.74762
-217.237626,251,2130.54362
-52.138234,275,2132.512618
-465.443778,246,2134.311618
-1038.680795,162,2135.481618
-39.748291,115,2136.329618
-996.139109,192,2137.818621
-716.536132,250,2139.767617
-1231.845135,256,2141.791527
-1076.071211,213,2143.456525
-767.757217,290,2145.551179
-802.561127,179,2146.858155
-315.701668,135,2147.848382
-877.878147,206,2149.382873
-1274.538306,313,2151.765875
-512.745481,196,2153.234874
-143.379304,137,2154.273874
-1336.569118,273,2156.200439
-379.444487,78,2156.73944
44.452869,178,2158.01244
-1127.695374,259,2159.858442
-440.359365,143,2160.951439
1073.755611,290,2163.231439
-291.505766,104,2164.045443
-326.199038,208,2165.667442
-300.546203,174,2166.93744
-134.38236,157,2168.081439
-464.637249,83,2168.659438
-617.681545,184,2169.974439
-705.340583,206,2171.470442
-763.971568,224,2173.158447
-2460.515009,454,2176.583442
-1337.349324,295,2179.263439
-698.549965,189,2180.65444
-287.296918,144,2181.718439
373.106956,191,2183.153441
-379.730178,173,2184.499442
-516.167422,138,2185.583441
-685.408203,249,2187.534442
-729.267377,255,2189.49944
-702.00077,216,2191.085439
235.420617,300,2193.221439
-58.822508,208,2194.703439
-432.916028,123,2195.619439
-584.496678,163,2196.783439
143.408849,276,2198.797441
-602.409602,170,2200.021442
-366.715038,186,2201.32044
-778.04568,253,2203.118439
-1163.556858,194,2204.470439
522.714572,165,2205.641442
-59.040514,385,2208.604442
-2446.52753,324,2211.181443
-282.80056,148,2212.29644
-1094.297447,226,2213.92644
-295.02152,124,2214.82544
-974.43163,230,2216.51044
-531.861098,148,2217.611439
-301.709343,98,2218.349439
89.133119,138,2219.425439
-609.509151,159,2220.63944
-416.54737,136,2221.680439
112.67055,124,2222.634439
-433.480875,104,2223.428439
-486.501945,132,2224.398439
-52.474973,176,2225.687439
-602.070922,185,2227.065439
-111.243244,185,2228.40744
-1415.659392,218,2230.078444
-130.925199,151,2231.257442
-920.338369,309,2233.676441
-1852.534857,500,2237.38644
-1440.219988,199,2238.82144
-1022.658733,161,2239.96844
-773.313959,135,2240.953439
-226.442497,273,2242.965443
-325.198121,136,2243.97044
-375.266018,105,2244.755439
-367.27654,121,2245.634439
-128.187582,310,2247.874439
-392.792202,210,2249.43344
-2050.566244,500,2253.214442
-488.536969,101,2254.492442
-339.44852,289,2256.714441
-188.886257,113,2257.611439
-674.284181,288,2259.718469
-2597.283714,437,2262.909469
-162.033355,124,2263.835469
-599.861938,256,2265.75247
-36.787503,193,2267.161469
-239.990658,134,2268.143469
-803.118021,431,2271.186469
-617.713491,135,2272.130469
-1794.647094,470,2275.537469
-229.026636,149,2276.646469
-254.845607,128,2277.622469
-189.131893,152,2278.774469
-536.626209,100,2279.541469
-97.32814,329,2281.938469
-354.97569,225,2283.530469
-597.029856,391,2286.381469
-939.305018,196,2287.870469
-339.490103,154,2289.060469
-181.852759,157,2290.242469
-264.241383,194,2291.719469
-450.443343,240,2293.484469
-295.247988,135,2294.447469
-310.164355,214,2296.013469
-660.557122,171,2297.24447
-1372.198873,309,2299.544469
-761.493598,247,2301.39747
-437.913637,229,2303.18247
-567.094746,241,2304.909469
-193.021285,203,2306.371741
-305.224191,123,2307.22674
-156.223981,176,2308.489741
-849.865525,241,2310.26874
-800.213211,281,2312.34774
-763.397573,199,2313.821741
-895.452428,306,2315.980741
-203.268678,150,2317.04774
-64.895638,174,2318.251741
-34.984704,193,2319.575741
-334.021489,154,2320.737741
-390.035417,140,2321.820615
251.932794,120,2322.754615
-2223.458422,374,2325.627614
-2595.566798,500,2329.735726
-380.503072,312,2332.041678
-859.970091,302,2334.336677
-290.86929,154,2335.484678
-632.119285,113,2336.356678
134.051,164,2337.580678
-722.149559,133,2338.544678
-372.490356,385,2341.361678
-64.693702,171,2342.596678
-1249.984876,226,2344.322678
-713.436543,302,2346.672678
-563.744581,171,2347.977678
-477.482077,210,2349.500679
-202.670838,163,2350.659678
-458.366647,123,2351.539678
-461.093607,92,2352.194678
-574.855428,227,2353.794678
-288.145907,148,2354.848678
-1739.666037,500,2358.475678
-804.600165,171,2359.701678
-1206.742239,307,2361.920678
-442.640359,114,2362.741678
-409.90265,100,2363.473679
-356.610983,103,2364.231678
239.483242,120,2365.104679
-221.938787,159,2366.350678
-1042.942229,297,2368.678679
-360.585764,115,2369.578682
-237.783156,240,2371.460678
-278.406971,111,2372.279678
-561.990843,152,2373.380678
-944.257976,258,2375.254678
-366.22419,200,2376.714678
-1430.348732,500,2380.526678
-521.942455,167,2381.747678
-459.094905,198,2383.200678
-187.045363,167,2384.378678
-322.978037,153,2385.450678
-52.492228,124,2386.319678
-138.685882,118,2387.162678
-663.151395,124,2388.037678
-478.299011,331,2390.578678
-374.773612,76,2391.165678
-994.025479,357,2393.926678
-480.090865,124,2394.871678
-146.56257,157,2395.986678
-304.296692,274,2397.961678
160.076849,300,2400.140678
-396.231226,196,2401.610678
-785.478612,233,2404.251678
-240.833496,114,2405.095678
-316.305401,111,2405.927679
-292.924925,213,2407.480678
-1131.08189,211,2409.030678
-249.503706,101,2409.761678
-2327.047767,500,2413.562678
-1091.214775,240,2415.437678
50.82087,119,2416.376678
21.203499,294,2418.570678
-209.573703,117,2419.421678
-2238.139858,500,2423.011678
-381.161226,434,2426.129678
-621.443645,125,2427.055678
-738.022416,148,2428.110677
-1691.774812,385,2430.820679
-964.653424,315,2433.030678
-487.390841,135,2433.966678
-787.772318,114,2434.845679
-383.654691,199,2436.350678
-544.623631,111,2437.195678
-1193.37287,266,2439.292678
-644.386258,126,2440.222678
-46.713505,305,2442.474678
-408.007449,202,2443.920679
-334.786692,100,2444.651678
58.68196,180,2446.002678
-530.745627,116,2446.878678
-321.050404,172,2448.197678
-1025.235585,208,2449.795678
-355.037838,179,2451.167678
-337.27874,125,2452.074678
269.114873,266,2454.028678
-217.708285,130,2454.960678
-736.063963,194,2456.387679
-2897.629496,500,2460.242678
386.000687,155,2461.405678
178.866751,173,2462.762678
-109.540096,174,2463.995678
-444.795512,113,2464.804678
-309.468819,180,2466.100678
-405.594891,128,2467.017678
-412.81365,114,2467.851678
-1049.123698,212,2469.395678
-328.558575,132,2470.358678
-383.456444,82,2470.948678
-733.101403,154,2472.064678
-1841.927528,336,2474.495678
-280.052995,123,2475.388678
-100.138035,260,2478.095679
-482.660546,96,2478.781678
-691.701744,147,2479.821678
-2531.684999,500,2483.486679
-271.494877,191,2484.947678
-1069.296639,454,2488.265679
-435.658261,209,2489.778679
-338.466459,143,2490.840678
-742.200712,216,2492.459678
-496.725732,110,2493.271677
-209.082718,274,2495.316678
-5.277528,169,2496.524678
-265.768427,147,2497.563678
-587.156072,107,2498.290682
-1613.24414,500,2501.812678
-359.094831,191,2503.267678
-858.673721,162,2504.514678
-538.444606,151,2505.664678
-664.894925,130,2506.680679
-462.364857,120,2507.587679
-227.284936,185,2508.888679
-1896.297776,377,2511.558679
-207.927631,295,2513.720679
-899.148161,179,2515.080678
-424.886833,173,2516.371678
-615.193054,160,2517.576678
-102.076352,135,2518.619678
-230.858857,109,2519.427678
-419.607961,98,2520.153679
-2708.123793,385,2522.965677
-334.042618,233,2524.672678
-1687.341217,405,2527.829678
-362.424173,275,2529.987678
-358.14064,157,2531.143678
-802.642471,182,2532.468678
-739.445683,116,2533.301677
-528.432394,150,2534.339678
-236.731708,143,2535.362678
-818.723848,337,2537.833225
-727.9714,172,2539.089226
-283.570085,110,2539.912225
-667.537966,160,2541.089226
-272.720717,111,2541.908226
422.265657,178,2543.156225
-495.453699,115,2543.975226
180.874744,165,2545.131227
-431.860243,302,2547.275226
-1143.407238,242,2549.128226
-932.519609,174,2550.493226
324.167129,173,2553.027226
-394.651595,233,2554.712225
-491.293951,124,2555.617226
-372.006265,141,2556.647226
-71.491506,145,2557.723225
-180.453628,122,2558.609227
-444.127463,254,2560.550227
-2843.747011,500,2564.336226
-182.716316,126,2565.248227
456.127062,269,2567.219225
-489.443996,117,2568.099225
-471.276862,166,2569.303226
-2297.452301,500,2573.132226
176.648617,144,2574.214226
-524.459637,122,2575.156225
-308.321557,127,2576.107226
-1299.83943,271,2578.039225
-347.760344,253,2579.827226
-1778.856673,295,2581.943225
-658.760884,106,2582.727226
-254.33436,140,2583.733225
-803.585024,183,2585.014225
-742.243566,174,2586.302225
-160.249067,141,2587.317227
93.757156,165,2588.464226
200.61973,265,2590.378226
-231.834343,110,2591.171226
-270.172539,90,2591.841226
-1006.905623,180,2593.201227
-328.541557,196,2594.745225
-2534.187059,500,2598.686226
-474.224962,284,2600.744226
-312.580194,159,2601.877225
-314.875398,163,2603.057225
-322.637396,117,2603.894226
0.250813,149,2605.030226
-507.871539,136,2606.057225
-611.1641,129,2607.024226
-211.131783,155,2608.204226
-712.180503,196,2609.658225
-928.52152,250,2611.432226
-388.988252,98,2612.131225
-307.486919,128,2613.037226
533.641306,125,2613.908226
-1257.170543,304,2616.101225
-484.471997,151,2617.274225
-1703.321043,398,2620.344225
-2446.927546,405,2623.360226
-474.188096,155,2624.476226
-177.094115,153,2625.558226
-911.201962,239,2627.883226
-1307.043783,351,2630.503225
-976.764074,297,2632.720226
-425.953084,102,2633.487226
-155.018023,339,2635.944226
3.929548,210,2637.492225
-446.200714,155,2638.646226
-156.491691,169,2639.944226
-358.04697,104,2640.740226
-279.247106,116,2641.644226
-39.602042,186,2643.076226
-566.20554,273,2645.184226
136.616576,197,2646.616226
-497.307211,160,2647.781252
-387.883805,154,2648.858253
-1307.365189,246,2650.629252
-422.99,119,2651.510255
-157.171781,129,2652.419252
-546.588495,113,2653.212252
-1217.85804,466,2656.540251
-310.746613,224,2658.109251
-1385.910006,315,2660.314253
-419.928371,180,2661.621252
-596.158152,112,2662.493252
-1953.468945,427,2665.793794
-2139.404213,382,2668.703794
-367.179783,141,2669.720793
-2630.266018,500,2673.391797
-410.413965,181,2674.758793
-1026.800602,146,2675.880798
-2872.383141,500,2679.667795
-2400.254159,500,2683.339794
-353.490359,177,2684.658793
-452.888638,134,2685.700793
-173.451622,127,2686.709794
-404.07138,154,2687.944793
-194.594098,209,2689.557794
-1356.344837,311,2691.859794
-891.089686,210,2693.352793
-838.537207,242,2695.088794
-200.08758,185,2696.411797
264.866732,117,2697.281797
238.520192,329,2699.695797
-461.287061,179,2701.415146
-429.778611,268,2703.305149
337.924175,228,2704.972146
-1130.796134,222,2706.626147
-321.280617,122,2707.541148
-398.306972,123,2708.511147
-491.922269,123,2709.480147
-338.373847,192,2710.970147
-2372.512549,500,2714.773146
74.158022,208,2716.288151
-1517.509885,355,2718.865147
52.590603,194,2720.341146
-2641.528576,500,2724.037146
80.915001,246,2725.752146
-1042.813349,209,2727.230146
-854.525906,139,2728.187146
-150.199378,160,2729.311146
-1540.244645,368,2732.077146
-1220.47032,201,2733.640147
-108.389743,313,2736.050147
-368.033679,135,2737.014149
-812.596115,148,2738.067147
-625.064121,287,2740.095146
-544.254644,116,2740.930149
-277.32718,278,2743.029145
-2700.517298,500,2746.831146
-570.904552,369,2749.555146
-142.978229,206,2751.069148
-796.52786,256,2752.946146
-2709.196471,500,2756.90215
-2362.147167,404,2760.039149
-527.832212,230,2761.676147
-304.616202,167,2762.882149
-2346.132432,500,2766.516177
-311.689963,143,2767.573179
-3023.696919,500,2771.241177
-649.323327,412,2774.120177
-259.505049,131,2775.015177
141.701872,204,2777.043179
-441.386791,110,2777.920177
-311.897568,128,2778.889179
-217.242368,124,2779.849177
-2925.889306,500,2783.639177
180.510099,141,2784.654177
-158.328474,129,2785.584177
-997.758194,213,2787.150177
-1133.831631,248,2789.018177
-857.162501,261,2790.948177
-546.888922,437,2794.214177
-295.808724,109,2795.005177
-1677.546024,348,2797.552178
433.958584,406,2800.616177
-62.564794,192,2802.066177
-178.912312,109,2802.896177
-1881.405901,500,2806.580178
159.282644,176,2807.824177
-214.927592,104,2808.564178
-742.181352,328,2810.898177
41.505179,183,2812.208177
171.519939,226,2813.798177
-447.936369,171,2815.027177
-213.765679,139,2816.019177
-391.544132,317,2818.295179
-451.435745,145,2819.347177
978.103397,269,2821.333177
-626.307036,140,2822.433177
-191.862554,194,2823.945177
-852.128432,190,2825.435177
-95.694598,146,2826.565177
-370.981595,141,2827.657177
-303.323098,236,2829.371179
-312.841808,155,2830.498177
-28.025081,241,2832.226177
-1101.891242,190,2833.640053
-1016.319397,235,2835.399054
-628.517735,449,2838.666053
-747.297875,222,2840.225058
294.413869,153,2841.321054
-1421.574602,289,2843.357053
-122.357416,155,2844.475054
64.344096,233,2846.243053
-63.623119,198,2847.767624
-253.33855,221,2849.512625
-1214.588139,357,2853.120624
-1126.317379,265,2854.999625
-318.74373,167,2856.232625
-499.744379,148,2857.333624
-186.987428,220,2858.984624
-97.386985,145,2860.058626
-2027.490266,471,2863.544624
553.878629,233,2865.229624
-631.635643,158,2866.37216
-17.330384,128,2867.333188
-282.869089,159,2868.563208
-185.560731,175,2869.913208
-246.046905,156,2871.120208
-84.921257,240,2872.983644
88.022222,307,2875.218476
-433.709085,285,2877.225608
-177.079704,100,2877.934871
-247.782968,180,2879.231903
-677.737976,357,2881.776541
-312.824855,120,2882.654629
-405.472624,193,2884.053343
-190.954554,407,2886.877075
-227.697697,156,2887.967331
-1046.213208,267,2889.867505
-481.178381,105,2890.650664
290.912209,210,2892.245689
-2057.129487,376,2895.189956
293.670261,236,2896.938809
-1096.304553,320,2899.256574
-2858.715365,500,2902.97353
-78.608082,297,2905.249082
-106.383924,196,2906.747972
-383.863014,163,2907.964985
-575.899795,129,2908.897903
-1598.999723,326,2911.301864
-846.098868,467,2914.779216
-788.936446,500,2918.657216
-780.668154,185,2919.992216
-527.745628,181,2921.276216
-24.479975,319,2923.557216
-1471.697225,480,2928.904216
-99.349038,132,2929.851216
-1777.728664,441,2932.973217
-791.506726,304,2935.228216
-753.474474,246,2937.123216
50.956821,500,2940.989216
-512.178941,277,2943.036249
-142.919434,149,2944.118247
-814.271307,268,2946.06848
-811.081091,226,2947.741481
37.91538,241,2949.56348
-30.310154,180,2950.904481
96.362158,309,2953.128483
-1463.702779,500,2956.638482
-212.111082,156,2957.744482
-98.627742,225,2959.429481
103.986229,239,2961.275481
-704.125412,445,2964.634483
-257.140961,187,2965.967481
-469.001246,219,2967.52948
-294.943791,139,2968.49648
-9.968578,374,2971.289481
-1149.298251,186,2972.694481
-179.733732,156,2973.893482
-1450.616369,399,2976.874481
-425.348275,241,2978.638484
-156.008671,123,2979.55048
-992.272091,461,2983.083481
-596.551954,199,2984.652481
-1779.518283,420,2987.898482
365.934282,200,2989.340482
-162.816449,311,2991.567482
198.214449,178,2992.84848
-465.742748,228,2994.541481
-841.772895,302,2996.74348
-2322.017449,500,3001.561483
-1841.022034,465,3005.017481
-390.833477,198,3006.581482
-377.767286,157,3007.796482
-2442.954438,452,3011.195481
-329.856101,132,3012.157481
-69.128105,196,3013.585483
-4.64756,163,3014.779481
-1877.866082,346,3017.37148
-295.654061,87,3018.035481
-1786.270515,363,3020.768481
-405.538732,193,3022.171481
-1767.956819,432,3025.35248
-2066.122569,500,3029.184016
-220.409989,101,3029.955015
-747.081579,500,3033.692087
-162.463902,255,3035.519359
-1047.871222,434,3038.609362
-965.785967,346,3041.13136
-327.497406,131,3042.075359
-1288.585955,233,3043.72836
-363.163258,100,3044.425359
-812.814768,197,3045.804359
-720.40586,368,3048.488364
-509.885429,331,3051.048359
114.805306,180,3052.471359
-370.114484,196,3054.017359
-642.424894,498,3057.704379
-149.373773,359,3060.307379
-86.244319,258,3062.278378
-84.901122,287,3064.447377
101.926351,116,3065.331378
-768.790967,176,3066.641377
-194.858598,324,3068.929378
-437.889239,225,3070.541377
-693.23385,309,3072.790377
-2443.530115,500,3077.428378
-2158.768013,443,3080.659379
-2191.763211,500,3084.272377
-581.034096,248,3086.130378
46.392652,167,3087.360377
-507.279447,175,3088.665377
-797.241556,223,3090.316377
-640.237178,316,3092.645378
-509.529163,192,3094.065088
-672.254925,218,3095.703089
132.564953,296,3098.008085
38.774204,209,3099.642086
-196.935969,360,3102.350087
-744.930361,291,3104.444086
-419.607434,94,3105.127086
-548.561492,174,3106.355086
-40.370924,188,3107.702089
-534.944388,146,3108.770089
-207.445208,162,3109.918089
-2820.239924,500,3113.515085
359.751466,193,3114.892086
-2687.326848,500,3118.506085
-753.047835,179,3119.827088
-566.415328,170,3121.12709
-376.534783,169,3122.451085
-2298.105866,417,3125.568085
-2762.743445,500,3129.208089
-437.373122,236,3131.007085
-169.950069,178,3132.382089
-2149.660597,500,3136.174085
4.048259,293,3138.315085
-309.649434,299,3140.516085
-21.650445,217,3142.198088
-68.59353,173,3143.537088
-276.122275,221,3145.285085
-1482.849166,439,3148.528086
-55.172798,194,3149.925086
-1373.167998,252,3153.715089
-262.715308,181,3155.032088
-311.389392,148,3156.127086
-346.859876,273,3158.104085
-1712.290996,281,3160.103411
-196.349488,262,3161.970412
-1941.193241,500,3165.78441
-214.438872,245,3167.672413
351.107549,288,3169.858411
-3524.171936,500,3173.50841
-1201.97608,373,3176.294412
-104.88629,198,3177.77041
-44.723004,125,3178.707411
-27.285442,206,3180.257411
285.185287,293,3182.320411
439.740631,258,3184.14741
402.726342,360,3186.74541
-255.703921,186,3188.14041
-760.212398,159,3189.34441
-86.875688,227,3191.078413
-144.467586,204,3192.59141
-490.977733,234,3194.24141
-722.836063,215,3195.77441
-434.607573,151,3196.85641
-269.958155,154,3197.95941
-379.314332,253,3199.838413
511.975539,248,3201.732412
-532.925397,174,3203.06641
596.140144,187,3204.441962
-477.980342,409,3207.43486
-721.033075,196,3208.875864
-314.231295,134,3209.914862
-709.991856,207,3211.546863
12.390983,237,3213.39386
-649.666271,244,3215.288861
-626.989905,209,3216.825859
-1661.065375,335,3219.22886
-260.856823,171,3220.467863
-231.714235,186,3221.85186
-487.084032,284,3223.958859
-562.199161,197,3225.418863
-138.171918,373,3229.44386
-290.723131,251,3231.216862
-1221.315651,369,3234.114863
-362.333732,314,3236.579863
-265.111311,216,3238.199861
-1363.292554,500,3241.86386
-445.080646,222,3243.495861
-160.703176,232,3245.24986
-251.217634,184,3246.625861
-492.134976,284,3248.773861
